	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000187742.15	626.730336270788	1.9777370423058767	0.23248705086168922	8.50686967285102	1.7869220015284978e-17	2.7888429446740783e-16
ENSG00000145022.5	296.63116503739815	2.1021762515698343	0.3061075747685348	6.867442771252585	6.5362959825665095e-12	5.0255785532625344e-11
ENSG00000132554.21	57.242678243218634	2.835886779608002	0.6900750173605331	4.109534048131435	3.964582596500559e-05	0.00010286927713169771
ENSG00000081189.17	20.103595007226332	-3.5557012160590857	0.5741382804883894	-6.193109459683539	5.898873285270515e-10	3.471813413863716e-09
ENSG00000169495.5	322.94041214671034	2.453170102836456	0.3152893044809562	7.780695595985971	7.212685618856189e-15	8.287983438224127e-14
ENSG00000203993.7	125.26581628883359	-0.14007202553849696	0.514580089017761	-0.27220646217747907	0.785463273288368	0.8175176802606537
ENSG00000226779.1	1083.4203331984795	-4.320451766829302	0.7932993667532569	-5.446180783569325	5.146283240309107e-08	2.229819133266529e-07
ENSG00000110171.21	90.48081153509607	1.1300702077199039	0.3269591251180204	3.4563042316436023	0.0005476368442499617	0.0011169940054695253
ENSG00000198833.7	82.46476449196163	-4.236725928755822	0.5838168796083189	-7.256943190128778	3.959358937411819e-13	3.5691117777761136e-12
ENSG00000289332.2	34.269990854865	2.8711128394359955	0.7991270244419474	3.5928115951790938	0.0003271291169828813	0.0007038436488170772
ENSG00000152465.18	99.16087884517174	3.0339340359925417	0.31845410605260777	9.527068354054585	1.6178749545890246e-21	4.1262388069477806e-20
ENSG00000139899.11	50.43369617175347	-0.9485278588029916	0.43840061340101383	-2.163609789330642	0.030494309597641846	0.04352406436419399
ENSG00000050426.16	18.335758091972753	-1.6728439006099094	0.5261584974209389	-3.1793535765547007	0.0014760392198001932	0.0027561518050673844
ENSG00000289440.1	40.34109829010941	-1.1367234090835836	0.44748780808203265	-2.5402332500536002	0.011077856178465587	0.0171357173727054
ENSG00000273361.1	91.60618019435177	2.2996309748788177	0.44823078748893946	5.13046189388667	2.8903206864729583e-07	1.1016933163384776e-06
ENSG00000293360.1	169.90347589856978	0.61827902796128	0.20957843834177997	2.9501080018212185	0.0031766286425000505	0.005548487779244242
ENSG00000162676.13	106.88077487005455	1.1494201133750608	0.4438313737024656	2.589767604273973	0.009604074365487101	0.015124488596653132
ENSG00000287382.1	26.892582502656392	-1.2849467764963918	0.42910362144644487	-2.994490636469173	0.002749034934583651	0.004872159655247973
ENSG00000198492.16	17.40145472842867	1.142504531509141	0.8634470598518659	1.3231900189748178	0.18577219438245762	0.22535474624043678
ENSG00000083097.15	23.937132326718064	-0.27429961461359176	0.5285089740536643	-0.5190065411940189	0.6037561797751498	0.6486243616283031
ENSG00000120860.11	19.384732470469416	0.4634474316522022	0.45689279803765576	1.0143461084147056	0.3104176298601784	0.3598596100781151
ENSG00000207452.1	9.115781637973944	0.5620246779806765	0.5609922729956541	1.001840319438821	0.31642072050708997	0.3657375829884824
ENSG00000200487.1	20.363282292891203	3.0223075664145567	0.9801778733146508	3.083427660118536	0.0020463085370359567	0.003721315872859012
ENSG00000250642.3	21.12375029986094	3.5590189333000035	0.9672402218931501	3.6795605194478402	0.00023363624077126302	0.000521278013726495
ENSG00000110958.16	131.58582890404898	0.8200991844853489	0.30338166245273446	2.703192994115512	0.006867685786592481	0.011149911747114386
ENSG00000139278.10	55.63455660627663	0.5245222509212174	0.34416149285702574	1.524058506856601	0.12749409660650715	0.16004360986579147
ENSG00000208018.1	79.54283104578694	-4.116182018100996	0.5836235447157819	-7.05280322456067	1.7534874401829896e-12	1.4396881653530951e-11
ENSG00000207214.1	11.046478471219885	4.245991494011418	1.31356351676804	3.232421911700529	0.001227456784845617	0.002326605398223988
ENSG00000291100.1	16.464813968390043	3.2356470032738534	2.126087061061169	1.5218788837644694	0.12803943108717386	0.16066387812818575
ENSG00000290791.1	40.15329804959031	1.0160557157322105	0.6463932532242551	1.5718847785988683	0.11597727523457489	0.14670190016566992
ENSG00000108639.8	163.23895241566572	-0.2620392989031513	0.35232501198307953	-0.7437431064807167	0.45703190547955547	0.5096726226410827
ENSG00000064547.14	22.5631390050578	0.940892364471937	0.46064581470783683	2.042550554960963	0.04109695003080728	0.05714589195329895
ENSG00000126870.16	55.46278729529944	3.3306460034510845	0.547093971127501	6.087886504373254	1.144109266958972e-09	6.386246922509422e-09
ENSG00000198551.10	77.66684383437035	1.9562859035274514	0.43853862381655645	4.460920423615363	8.160839140076312e-06	2.390341025435984e-05
ENSG00000185009.13	103.98877890708886	-1.4084241951557448	0.2834785620142241	-4.968362281607292	6.752072790995988e-07	2.423484250040551e-06
ENSG00000242444.4	144.57657771690754	-1.3831170333021805	0.34746062518215276	-3.9806439436902963	6.872883112058217e-05	0.00016994897529058354
ENSG00000226469.1	9.305203756407188	1.348856469258013	0.6383199282097181	2.1131354508093163	0.034589176178033275	0.048723055981360744
ENSG00000164087.8	110.25449744149766	3.1386721724239854	0.4177473099346524	7.513327070651785	5.764327127393935e-14	5.795735320075248e-13
ENSG00000143393.17	32.261009595676455	1.372887665451934	0.4816747073362058	2.850238230369998	0.004368649417759422	0.007399812755675652
ENSG00000179335.20	177.75184219928724	2.782873889928742	0.3898886377339427	7.137612181013995	9.49661119734773e-13	8.073406321430847e-12
ENSG00000225217.1	25.848848462812857	-1.701503866265056	0.9333009005494011	-1.8231032084758956	0.06828776075281547	0.09092474765771737
ENSG00000089022.15	89.49275717669266	-0.8754716398332908	0.32506212218140756	-2.693244091185487	0.007076044350905707	0.011442036664325363
ENSG00000213380.16	71.73420529472557	1.768314726535319	0.25554454737958276	6.919790481417261	4.5231210919993335e-12	3.547257716400477e-11
ENSG00000149218.5	23.83318337056693	-2.5041840360993417	0.5575533929825363	-4.491379781053145	7.076323968359331e-06	2.0863184481901523e-05
ENSG00000238287.1	18.861281337289995	-2.80389093888776	0.5321078021833408	-5.269403920376389	1.3686748803055055e-07	5.483439462986425e-07
