	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000187742.15	626.730336270788	1.6481658469651266	0.1801942398275283	9.146606731395284	5.874992979542039e-20	4.967615357634333e-19
ENSG00000145022.5	296.63116503739815	0.6460673572554383	0.23951735451883355	2.6973717981869125	0.006988918994248088	0.00963702808129945
ENSG00000132554.21	57.242678243218634	3.856345255372736	0.4139184590968236	9.316678612950339	1.2003915775409699e-20	1.0820771203293167e-19
ENSG00000081189.17	20.103595007226332	-3.0693187172385406	0.5210350908882303	-5.890809987492674	3.843072406762366e-09	1.0697176699213435e-08
ENSG00000169495.5	322.94041214671034	2.313707844052377	0.24442589932495398	9.465886595660631	2.9108110996577804e-21	2.6935735751110494e-20
ENSG00000203993.7	125.26581628883359	0.42214950410537616	0.39317928788027307	1.0736819489685958	0.2829652544257881	0.31645704211540016
ENSG00000226779.1	1083.4203331984795	-4.850570579207016	0.6180657858473934	-7.847984292734609	4.2277714615595885e-15	2.25553045491708e-14
ENSG00000110171.21	90.48081153509607	2.2711594471849317	0.2857489725275848	7.94809313606783	1.8940423959023483e-15	1.0553483118908821e-14
ENSG00000198833.7	82.46476449196163	-5.033371375526381	0.5285834893312782	-9.522377215932723	1.6926198577796457e-21	1.599321835498418e-20
ENSG00000289332.2	34.269990854865	5.142833811878237	0.7686635570503033	6.690617455071669	2.2223090597165048e-11	7.877269514497938e-11
ENSG00000152465.18	99.16087884517174	2.505635251758012	0.2591895045614698	9.66719410956616	4.156167707768624e-22	4.1129016086025786e-21
ENSG00000139899.11	50.43369617175347	-0.5504418317582682	0.33976433198048217	-1.6200695009677721	0.1052173480966311	0.12622058163637925
ENSG00000050426.16	18.335758091972753	-1.373136833566323	0.42794687264297676	-3.2086619189104106	0.001333541973321208	0.0020180034589043078
ENSG00000289440.1	40.34109829010941	-0.9324271443235344	0.3366326826117004	-2.76986517497195	0.005607950091704756	0.007811784830229938
ENSG00000273361.1	91.60618019435177	3.265102935303225	0.3324738679525956	9.82063028114067	9.17679716134623e-23	9.438561539391189e-22
ENSG00000293360.1	169.90347589856978	0.7221587237378931	0.1666729920444473	4.332787903305368	1.4723293666437001e-05	2.6994139235308517e-05
ENSG00000162676.13	106.88077487005455	0.9136843632605326	0.36369976469715526	2.5121939906156863	0.011998311288931982	0.01609867515542328
ENSG00000287382.1	26.892582502656392	-1.0552517652867657	0.3750237246189026	-2.813826688855772	0.004895561422495726	0.006868236217517482
ENSG00000198492.16	17.40145472842867	2.7036796345369902	0.6599576162472146	4.096747378886548	4.189957058652602e-05	7.31028659232103e-05
ENSG00000083097.15	23.937132326718064	1.4175162128944725	0.3902688504163985	3.6321530949294294	0.00028106628235897166	0.00045169309823775314
ENSG00000120860.11	19.384732470469416	0.32381103802817696	0.39719521986684697	0.8152440458289734	0.41493263027418886	0.4503957305086957
ENSG00000207452.1	9.115781637973944	-0.3492050406721165	0.6592307038573274	-0.5297159835378245	0.5963088642883363	0.6281467116428848
ENSG00000200487.1	20.363282292891203	5.384565866596141	0.9293134652570346	5.794133054024831	6.867499863951356e-09	1.8397392889167723e-08
ENSG00000250642.3	21.12375029986094	1.7229663814033387	0.5383019308485101	3.2007434539338835	0.0013707351700864392	0.002073286513288891
ENSG00000110958.16	131.58582890404898	1.447025854978529	0.23142627987260708	6.252642767170053	4.0356453476843936e-10	1.254689737927249e-09
ENSG00000139278.10	55.63455660627663	0.8697709983354098	0.29446141177353985	2.953769029010568	0.003139188573455312	0.004515192368147325
ENSG00000208018.1	79.54283104578694	-4.306180914746477	0.5015637345142997	-8.585510910027143	9.043362104172128e-18	6.389420477654947e-17
ENSG00000207214.1	11.046478471219885	4.884828073965304	1.0379483335665523	4.706234323995948	2.523344622029499e-06	4.987858903154719e-06
ENSG00000291100.1	16.464813968390043	-1.1262184875971648	1.3796538001979723	-0.8163051393295615	0.4143256357327027	0.4498925300427443
ENSG00000290791.1	40.15329804959031	1.6308236786348516	0.48475144875775017	3.364247147304226	0.0007675277789867665	0.0011820003155039208
ENSG00000108639.8	163.23895241566572	-0.685226456688292	0.281617343684212	-2.4331827284638474	0.014966745638585133	0.019877511036512092
ENSG00000064547.14	22.5631390050578	2.1196220707617695	0.3825419036313916	5.540888594532084	3.009406338376257e-08	7.492466415465333e-08
ENSG00000126870.16	55.46278729529944	3.9348475298033585	0.4932763450996072	7.9769637625919305	1.499768335155913e-15	8.431493310724191e-15
ENSG00000198551.10	77.66684383437035	1.7990893713340497	0.33394984665353855	5.387304079826522	7.152237180192114e-08	1.6644338304349158e-07
ENSG00000185009.13	103.98877890708886	-1.8629198818035069	0.23680498675969278	-7.866894643118215	3.635525634288858e-15	1.956199642326612e-14
ENSG00000242444.4	144.57657771690754	-2.3932705639873775	0.27376480402210873	-8.74206811403741	2.2888141904482964e-18	1.693398612131204e-17
ENSG00000226469.1	9.305203756407188	0.6776712871633466	0.5905383279216947	1.1475483556644026	0.25115506003386057	0.28412312417101354
ENSG00000164087.8	110.25449744149766	3.669071383367216	0.2835110605860819	12.941545828167728	2.6229800588369255e-38	7.412872472586879e-37
ENSG00000143393.17	32.261009595676455	0.4011204249733458	0.3745513657328872	1.0709356891236286	0.28419834727189847	0.3176096242935324
ENSG00000179335.20	177.75184219928724	2.594527979768372	0.3109028856237613	8.345139590978697	7.112981833464139e-17	4.600705981768455e-16
ENSG00000225217.1	25.848848462812857	-1.8628884313386884	0.6852838865942211	-2.7184185529255926	0.006559480279712473	0.009072790845440049
ENSG00000089022.15	89.49275717669266	-2.4428610230550327	0.28339831809361676	-8.619885394831691	6.702115718459949e-18	4.8001226047508815e-17
ENSG00000213380.16	71.73420529472557	1.458227352703849	0.24199587958721805	6.025835461294651	1.6823827272698473e-09	4.85970038254651e-09
ENSG00000149218.5	23.83318337056693	-2.2951401371825173	0.5179746187345343	-4.430989577809396	9.38016233482355e-06	1.7515219788298497e-05
ENSG00000238287.1	18.861281337289995	-3.0872287340768474	0.4863237434490834	-6.348093786623993	2.1799917662471044e-10	6.949831474306063e-10
ENSG00000280010.1	34.631462485411994	0.9094970198123584	0.3402097915461238	2.673341692133672	0.007509971282230519	0.010319220285745572
