"ENSEMBL","SYMBOL","gene_type","strand","chrom","dBGLF5_Latent_c2-1","dBGLF5_Early_c2-1","dBGLF5_Latent_c2-2","dBGLF5_Early_c2-2","dBGLF5_Latent_c2-3","dBGLF5_Early_c2-3","log2FoldChange","pvalue","padj","dBGLF5_Latent_groupMean","dBGLF5_Early_groupMean","baseMean"
"ENSG00000000457","SCYL3","protein_coding","-","chr1",12.3829141323283,46.4258937413286,29.1455374756301,39.2046748450785,28.7146961175451,42.1737844873035,0.74851512586791,0.0650695324855332,0.0863903397818358,23.4143825751678,42.6014510245702,33.007916799869
"ENSG00000000460","FIRRM","protein_coding","+","chr1",381.393755275713,412.371173820036,345.582801496756,228.927297756083,423.163942784875,501.219207945261,-0.00761396280216216,0.979910095458506,0.988079416804555,383.380166519115,380.839226507127,382.109696513121
"ENSG00000002919","SNX11","protein_coding","+","chr17",80.4889418601341,94.2172549456375,86.0487296899554,91.0108523189323,117.881384061501,131.387559364292,0.137274454479078,0.687677569353419,0.740976409918005,94.8063518705302,105.538555542954,100.172453706742
"ENSG00000003509","NDUFAF7","protein_coding","+","chr2",116.399392843886,173.414367798492,62.4547231620644,124.614859329,155.663878953008,275.7516678016,0.672031388184498,0.0837705968705185,0.109535715583667,111.505998319653,191.260298309697,151.383148314675
"ENSG00000003756","RBM5","protein_coding","+","chr3",18.5743711984925,120.161136742262,13.8788273693476,86.8103514426738,31.7372957088657,194.648236095247,2.51281281106273,4.61085405012519e-08,2.02058984551682e-07,21.3968314255686,133.873241426728,77.6350364261482
"ENSG00000004142","POLDIP2","protein_coding","-","chr17",59.437987835176,98.9963910660684,73.5577850575425,53.906427911983,75.5649897830135,117.599975974212,0.323722819347278,0.374583651194238,0.431279320437344,69.520254225244,90.167598317421,79.8439262713325
"ENSG00000004455","AK2","protein_coding","-","chr1",59.437987835176,34.1366865745063,49.9637785296515,11.2013356700224,75.5649897830135,60.8275737797647,-0.655126244541511,0.130352267373184,0.165090122919232,61.6555853826137,35.3885320080978,48.5220586953557
"ENSG00000004766","VPS50","protein_coding","+","chr7",1.23829141323283,146.787752270377,5.55153094773906,113.413523658977,1.51129979566027,165.45100068096,5.52423769473109,1.41951164961656e-15,2.74703894433796e-14,2.76704071887739,141.884092203438,72.3255664611578
"ENSG00000005189","REXO5","protein_coding","+","chr16",3.7148742396985,32.7712191115261,8.32729642160859,29.4035061338089,4.53389938698081,47.0399903896847,2.49964343158705,1.04340857041119e-05,2.67090511304198e-05,5.52535668276263,36.4049052116732,20.9651309472179
"ENSG00000005812","FBXL3","protein_coding","-","chr13",3.7148742396985,42.3294913523878,11.1030618954781,30.8036730925617,9.06779877396161,42.1737844873035,2.0836531872087,5.52222673845336e-05,0.000123345027519101,7.96191163637941,38.4356496440844,23.1987806402319
"ENSG00000006704","GTF2IRD1","protein_coding","+","chr7",2.47658282646567,31.4057516485458,0,29.4035061338089,3.02259959132054,44.6068874384941,3.94941355257815,7.52845040303741e-07,2.49128885430198e-06,1.83306080592873,35.1387150736163,18.4858879397725
"ENSG00000006715","VPS41","protein_coding","-","chr7",32.1955767440537,21.8474794076841,33.3091856864344,9.80116871126963,36.2711950958465,31.6303383654777,-0.567922822180156,0.173005293298477,0.215277677206283,33.9253191754448,21.0929954948104,27.5091573351276
"ENSG00000007047","MARK4","protein_coding","+","chr19",17.3360797852597,34.8194203059965,12.4909446324129,42.7050922419605,25.6920965262246,59.2055051456377,1.144791002201,0.0076325722011187,0.0116487016747673,18.5063736479657,45.5766725645315,32.0415231062486
"ENSG00000007080","CCDC124","protein_coding","+","chr19",3.7148742396985,53.93596478772,5.55153094773906,58.8070122676178,6.04519918264108,84.3475689746071,3.52684398745442,9.07625663754509e-10,5.88618359416128e-09,5.10386812335955,65.6968486766483,35.4003584000039
"ENSG00000007341","ST7L","protein_coding","-","chr1",6.19145706616417,31.4057516485458,5.55153094773906,17.50208698441,6.04519918264108,37.3075785849224,2.02115962452154,0.000281810951248614,0.000553328483011686,5.92939573218143,28.7384724059594,17.3339340690704
"ENSG00000007384","RHBDF1","protein_coding","-","chr16",859.374240783586,361.848877689767,810.523518369903,284.233892626819,816.101889656545,543.392992432565,-0.975114290509546,0.00390815369410235,0.00631517954978864,828.666549603345,396.491920916384,612.579235259864
"ENSG00000007944","MYLIP","protein_coding","+","chr6",69.3443191410387,16.385609555763,47.188013055782,14.001669587528,87.6553881482956,16.2206863412706,-1.99518946245921,2.32747607193617e-06,6.94579783305834e-06,68.0625734483721,15.5359884948539,41.799280971613
"ENSG00000008294","SPAG9","protein_coding","-","chr17",13.6212055455612,92.1690537511671,12.4909446324129,71.408514896393,16.624297752263,169.506172266278,2.8227317321826,4.23729600299513e-09,2.33485627135426e-08,14.2454826434123,111.027913637946,62.6366981406791
"ENSG00000008323",NA,NA,NA,NA,2.47658282646567,76.4661779268942,1.38788273693476,54.6065113913594,0,72.9930885357177,5.35783516855146,1.7193585473722e-09,1.05294388002363e-08,1.28815518780014,68.0219259513237,34.6550405695619
"ENSG00000008516",NA,NA,NA,NA,4.95316565293133,17.7510770187433,0,15.4018365462808,0,24.3310295119059,2.9926131497306,0.000197813022786754,0.000399090660651509,1.65105521764378,19.1613143589767,10.4061847883102
"ENSG00000008952","SEC62","protein_coding","+","chr3",3.7148742396985,245.784143336446,18.0424755801519,189.022539431629,13.6016981609424,324.413726825412,4.33716361031279,4.7447740433688e-18,1.55102816363637e-16,11.786349326931,253.073469864495,132.429909595713
"ENSG00000009335","UBE3C","protein_coding","+","chr7",7.429748479397,54.6186985192101,0,34.3040904894437,0,61.6386080968283,3.57273655322512,0.000491572700737424,0.000917526514725176,2.47658282646567,50.187132368494,26.3318575974798
"ENSG00000010030","ETV7","protein_coding","-","chr6",61.9145706616417,23.2129468706643,119.35791537639,22.4026713400449,77.0762895786737,40.5517158531765,-1.44684686016598,0.000407551203377988,0.000771413427990104,86.1162585389017,28.7224446879619,57.4193516134318
"ENSG00000010072","SPRTN","protein_coding","+","chr1",78.0123590336685,89.4381188252066,83.2729642160859,67.908097499511,105.790985696219,168.695137949214,0.245085470566097,0.510098209449137,0.572057287277451,89.0254363153244,108.680451424644,98.8529438699842
"ENSG00000010244","ZNF207","protein_coding","+","chr17",759.072636311727,241.687740947505,560.704625721645,221.226379482943,1263.44662917199,639.906076163125,-1.07272864850638,0.0102570561805698,0.0153064891429972,861.074630401785,367.606732197858,614.340681299822
"ENSG00000010310","GIPR","protein_coding","+","chr19",85.4421075130655,50.5222961302694,88.8244951638249,27.3032556956797,105.790985696219,100.568255315878,-0.547104535250138,0.17082813692057,0.212787468182728,93.3525294577031,59.4646023806089,76.408565919156
"ENSG00000011007","ELOA","protein_coding","+","chr1",9.90633130586266,34.1366865745063,12.4909446324129,17.50208698441,15.1129979566027,53.528264926193,1.27513731912563,0.00801532114892253,0.0122020527748544,12.5034246316261,35.0556794950365,23.7795520633313
"ENSG00000011198","ABHD5","protein_coding","+","chr3",42.1019080499163,781.047388824705,13.8788273693476,613.273127933728,27.2033963218848,1515.01210427467,5.03481027193317,1.73915313442561e-25,2.33722857343086e-23,27.7280439137163,969.777540344369,498.752792129043
"ENSG00000011454","RABGAP1","protein_coding","+","chr9",16.0977883720268,249.197811993896,19.4303583170867,169.420202009089,39.293794687167,327.657864093666,3.21928676815577,8.12148635859636e-13,9.26692240634178e-12,24.9406471254268,248.758626032217,136.849636578822
